timestamp,latitude,longitude,altitude
2024-11-20T16:18:03Z,41.999626,-83.001047,152.57
2024-11-20T16:18:04Z,41.999412,-83.000946,156.26
2024-11-20T16:18:05Z,41.999351,-83.001372,155.18
2024-11-20T16:18:06Z,41.99901,-83.001072,156.04
2024-11-20T16:18:07Z,41.999033,-83.000623,154.19
2024-11-20T16:18:08Z,41.998534,-83.000576,154.55
2024-11-20T16:18:09Z,41.998068,-83.00022,158.46
2024-11-20T16:18:10Z,41.998079,-83.000378,158.68
2024-11-20T16:18:11Z,41.99826,-83.000617,159.41
2024-11-20T16:18:12Z,41.998408,-83.000821,163.82
2024-11-20T16:18:13Z,41.998818,-83.001076,162.75
2024-11-20T16:18:14Z,41.999068,-83.001465,166.66
2024-11-20T16:18:15Z,41.998727,-83.001179,170.31
2024-11-20T16:18:16Z,41.99914,-83.001299,174.33
2024-11-20T16:18:17Z,41.998849,-83.001302,178.23
2024-11-20T16:18:18Z,41.999074,-83.001463,183.14
2024-11-20T16:18:19Z,41.999378,-83.001781,181.22
2024-11-20T16:18:20Z,41.999289,-83.001518,184.75
2024-11-20T16:18:21Z,41.999772,-83.001544,187.41
2024-11-20T16:18:22Z,42.000205,-83.002005,191.08
2024-11-20T16:18:23Z,42.000508,-83.002382,189.62
2024-11-20T16:18:24Z,42.000129,-83.002142,190.21
2024-11-20T16:21:04Z,41.999971,-82.999723,99.14
2024-11-20T16:21:05Z,42.000115,-82.999498,103.3
2024-11-20T16:21:06Z,42.000002,-82.99926,104.63
2024-11-20T16:21:07Z,42.000142,-82.999659,109.57
2024-11-20T16:21:08Z,42.000157,-82.999626,107.86
2024-11-20T16:21:09Z,42.000017,-82.99933,107.28
2024-11-20T16:21:10Z,41.999555,-82.999437,107.75
2024-11-20T16:21:11Z,41.999222,-82.999013,107.74
2024-11-20T16:21:12Z,41.999414,-82.998581,110.2
2024-11-20T16:21:13Z,41.999335,-82.998853,108.93
2024-11-20T16:21:14Z,41.999819,-82.998486,111.75
2024-11-20T16:21:15Z,42.000178,-82.998058,110.1
2024-11-20T16:21:16Z,42.000611,-82.99774,109.59
2024-11-20T16:21:17Z,42.000821,-82.997889,113.06
2024-11-20T16:21:18Z,42.000798,-82.997836,116.69
2024-11-20T16:21:19Z,42.000905,-82.997502,119.31
2024-11-20T16:21:20Z,42.000425,-82.997906,122.29
2024-11-20T16:21:21Z,42.000426,-82.998176,121.03
2024-11-20T16:21:22Z,42.000411,-82.997798,120.49
2024-11-20T16:21:23Z,42.000661,-82.997741,118.84
2024-11-20T16:21:24Z,42.000224,-82.99812,119.58
2024-11-20T16:21:25Z,42.000297,-82.997771,119.76
2024-11-20T16:21:26Z,41.999838,-82.9976,123.11
2024-11-20T16:21:27Z,42.000227,-82.998093,122.95
2024-11-20T16:21:28Z,42.000717,-82.998261,123.26
2024-11-20T16:21:29Z,42.00111,-82.998143,124.09
2024-11-20T16:21:30Z,42.001511,-82.997718,124.43
2024-11-20T16:21:31Z,42.001528,-82.997377,127.43
2024-11-20T16:21:32Z,42.001966,-82.997176,129.75
2024-11-20T16:21:33Z,42.002174,-82.996803,133.75
2024-11-20T16:21:34Z,42.001915,-82.996871,134.29
2024-11-20T16:21:35Z,42.002107,-82.99664,134.77
2024-11-20T16:21:36Z,42.001719,-82.99616,139.55
2024-11-20T16:21:37Z,42.00185,-82.995773,140.21
2024-11-20T16:21:38Z,42.001502,-82.996254,139.21
2024-11-20T16:21:39Z,42.001821,-82.996512,139.75
2024-11-20T16:21:40Z,42.001931,-82.996434,142.84
2024-11-20T16:21:41Z,42.002403,-82.99681,146.77
2024-11-20T16:21:42Z,42.002769,-82.996437,147.48
2024-11-20T16:21:43Z,42.003082,-82.996228,145.51
2024-11-20T16:21:44Z,42.003185,-82.99613,148.21
2024-11-20T16:21:45Z,42.003158,-82.996035,148.9
2024-11-20T16:21:46Z,42.003341,-82.995759,152.29
2024-11-20T16:21:47Z,42.003835,-82.99614,156.18
2024-11-20T16:21:48Z,42.004223,-82.996342,156.05
2024-11-20T16:21:49Z,42.003929,-82.996776,155.89
2024-11-20T16:21:50Z,42.004032,-82.996703,159.55
2024-11-20T16:21:51Z,42.004345,-82.996582,161.94
2024-11-20T16:21:52Z,42.004127,-82.996281,163.1
2024-11-20T16:21:53Z,42.003731,-82.996327,162.66
2024-11-20T16:21:41Z,41.999919,-83.000272,104.06
2024-11-20T16:21:42Z,42.000069,-83.000552,102.32
2024-11-20T16:21:43Z,42.00024,-83.000904,102.93
2024-11-20T16:21:44Z,42.000187,-83.000415,105.57
2024-11-20T16:21:45Z,42.000436,-83.000733,109.36
2024-11-20T16:21:46Z,42.00038,-83.000875,108.29
2024-11-20T16:21:47Z,42.00086,-83.000541,110.73
2024-11-20T16:21:48Z,42.000659,-83.000413,110.32
2024-11-20T16:21:49Z,42.000894,-83.00064,110.31
2024-11-20T16:21:50Z,42.000462,-83.000562,110.96
2024-11-20T16:21:51Z,42.000379,-83.000986,111.34
2024-11-20T16:21:52Z,42.000244,-83.001342,110.5
2024-11-20T16:21:53Z,41.999759,-83.001756,113.4
2024-11-20T16:21:54Z,41.999495,-83.001464,113.69
2024-11-20T16:21:55Z,41.999075,-83.001658,117.78
2024-11-20T16:21:56Z,41.999413,-83.001894,116.98
2024-11-20T16:21:57Z,41.999158,-83.00167,118.74
2024-11-20T16:21:58Z,41.999486,-83.002013,119.65
2024-11-20T16:21:59Z,41.999566,-83.001601,118.63
2024-11-20T16:22:00Z,41.999072,-83.001135,118.96
2024-11-20T16:22:01Z,41.999543,-83.00074,119.63
2024-11-20T16:22:02Z,41.999646,-83.000326,120.62
2024-11-20T16:22:03Z,41.999748,-83.000103,118.96
2024-11-20T16:22:04Z,41.999537,-83.000496,120.78
2024-11-20T16:22:05Z,41.999936,-83.000736,122.37
2024-11-20T16:22:06Z,41.999536,-83.000527,126.21
2024-11-20T16:22:07Z,41.999358,-83.00068,128.05
2024-11-20T16:22:08Z,41.999011,-83.000423,128.78
2024-11-20T16:22:09Z,41.999039,-83.000922,127.03
2024-11-20T16:22:10Z,41.998965,-83.000815,128.57
2024-11-20T16:22:11Z,41.999264,-83.000548,128.35
2024-11-20T16:22:12Z,41.998907,-83.000896,127.75
2024-11-20T16:22:13Z,41.998434,-83.001264,127.16
2024-11-20T16:22:14Z,41.997977,-83.000913,128.47
2024-11-20T16:22:15Z,41.997603,-83.001163,132.37
2024-11-20T16:22:16Z,41.997128,-83.001167,131.47
2024-11-20T16:22:17Z,41.996641,-83.000981,131.59
2024-11-20T16:22:18Z,41.996255,-83.000862,133.27
2024-11-20T16:22:19Z,41.995814,-83.000505,134.46
2024-11-20T16:22:20Z,41.99554,-83.0007,133.84
2024-11-20T16:22:21Z,41.995882,-83.000993,137.61
2024-11-20T16:22:22Z,41.996087,-83.00084,139.23
2024-11-20T16:22:23Z,41.996235,-83.000774,141.81
2024-11-20T16:22:24Z,41.996727,-83.000674,145.57
2024-11-20T16:22:25Z,41.996964,-83.000515,147.71
2024-11-20T16:22:26Z,41.997075,-83.00019,146.05
2024-11-20T16:22:27Z,41.997055,-82.999985,145.91
2024-11-20T16:22:28Z,41.997144,-83.000425,146.33
2024-11-20T16:22:29Z,41.997545,-83.000447,144.5
2024-11-20T16:22:30Z,41.99788,-83.000578,146.1
2024-11-20T16:25:57Z,42.000161,-83.000251,99.58
2024-11-20T16:25:58Z,42.00029,-83.000347,98.77
2024-11-20T16:25:59Z,42.000494,-83.000644,101.84
2024-11-20T16:26:00Z,42.000583,-83.000161,102.52
2024-11-20T16:26:01Z,42.000436,-83.00001,100.8
2024-11-20T16:26:02Z,42.000548,-82.999839,105.76
2024-11-20T16:26:03Z,42.000897,-82.999352,105.01
2024-11-20T16:26:04Z,42.000873,-82.999451,108.6
2024-11-20T16:26:05Z,42.001189,-82.999368,107.54
2024-11-20T16:26:06Z,42.001157,-82.999403,110.94
2024-11-20T16:26:07Z,42.000986,-82.999046,110.2
2024-11-20T16:26:08Z,42.001203,-82.998883,112.7
2024-11-20T16:26:09Z,42.001107,-82.998433,111.61
2024-11-20T16:26:10Z,42.001135,-82.998363,110.04
2024-11-20T16:26:11Z,42.001336,-82.998765,111.25
2024-11-20T16:26:12Z,42.000975,-82.998574,109.56
2024-11-20T16:26:13Z,42.00128,-82.998437,112.31
2024-11-20T16:26:14Z,42.00155,-82.998548,113.5
2024-11-20T16:26:15Z,42.001779,-82.998438,117.63
2024-11-20T16:26:16Z,42.001774,-82.998856,120.18
2024-11-20T16:26:17Z,42.001566,-82.998703,120.87
2024-11-20T16:26:18Z,42.001381,-82.998858,124.55
2024-11-20T16:26:19Z,42.001524,-82.998642,124.94
2024-11-20T16:26:20Z,42.001406,-82.999076,123.59
2024-11-20T16:26:21Z,42.001243,-82.998984,124.77
2024-11-20T16:26:22Z,42.000824,-82.9993,125.61
2024-11-20T16:26:23Z,42.001175,-82.999477,128.72
2024-11-20T16:26:24Z,42.001378,-82.999603,127.72
2024-11-20T16:26:25Z,42.000994,-82.99953,126.82
2024-11-20T16:26:26Z,42.000566,-82.999414,127.59
2024-11-20T16:26:27Z,42.000863,-82.999321,130.4
2024-11-20T16:26:28Z,42.000963,-82.999434,132.79
2024-11-20T16:26:29Z,42.001091,-82.999763,132.12
2024-11-20T16:26:30Z,42.001176,-82.999679,131.21
2024-11-20T16:26:31Z,42.000852,-82.999362,133.74
2024-11-20T16:26:32Z,42.001123,-82.99972,136.79
2024-11-20T16:26:33Z,42.000667,-83.000098,138.19
2024-11-20T16:26:34Z,42.000281,-83.000266,142.24
2024-11-20T16:26:35Z,41.99984,-82.99981,142.33
2024-11-20T16:26:36Z,41.999839,-82.999788,141.57
2024-11-20T16:26:37Z,41.999804,-83.000177,140.57
2024-11-20T16:26:38Z,42.000105,-83.000536,144.97
2024-11-20T16:26:39Z,41.999855,-83.000627,146.87
2024-11-20T16:26:40Z,41.999442,-83.000537,146.2
2024-11-20T16:26:41Z,41.999667,-83.000205,145.07
2024-11-20T16:26:42Z,42.000152,-83.000575,147.4
2024-11-20T16:26:43Z,42.000243,-83.00018,147.89
2024-11-20T16:26:44Z,42.000699,-83.000357,152.6
2024-11-20T16:26:45Z,42.000703,-83.000448,152.37
2024-11-20T16:26:46Z,42.000507,-83.000373,151.61
2024-11-20T16:29:55Z,41.999786,-83.000404,104.59
2024-11-20T16:29:56Z,41.999564,-83.00001,104.25
2024-11-20T16:29:57Z,41.999599,-83.000282,106.48
2024-11-20T16:29:58Z,41.999661,-83.000473,110.73
2024-11-20T16:29:59Z,41.999704,-83.000187,115.47
2024-11-20T16:30:00Z,41.999464,-83.000295,117.99
2024-11-20T16:30:01Z,41.999358,-83.000259,118.14
2024-11-20T16:30:02Z,41.999065,-83.000359,120.32
2024-11-20T16:30:03Z,41.998981,-83.000413,125.08
2024-11-20T16:30:04Z,41.999211,-83.000073,125.02
2024-11-20T16:30:05Z,41.999165,-82.999929,124.65
2024-11-20T16:30:06Z,41.998812,-83.000015,122.92
2024-11-20T16:30:07Z,41.998796,-82.999938,124.89
2024-11-20T16:30:08Z,41.998388,-83.000386,126.77
2024-11-20T16:30:09Z,41.998125,-82.999898,128.85
2024-11-20T16:30:10Z,41.997919,-82.999468,132.2
2024-11-20T16:30:11Z,41.9979,-82.998971,134.91
2024-11-20T16:30:12Z,41.997963,-82.99863,134.83
2024-11-20T16:30:13Z,41.998308,-82.998742,139.82
2024-11-20T16:30:14Z,41.997968,-82.998721,141.13
2024-11-20T16:30:15Z,41.997588,-82.998837,141.72
2024-11-20T16:30:16Z,41.99778,-82.999278,144.58
2024-11-20T16:30:17Z,41.997461,-82.998878,148.9
2024-11-20T16:30:18Z,41.997951,-82.999163,152.86
2024-11-20T16:30:19Z,41.998104,-82.998992,152.73
2024-11-20T16:30:20Z,41.997991,-82.999271,154.89
2024-11-20T16:30:21Z,41.998124,-82.999473,153.19
2024-11-20T16:30:22Z,41.997776,-82.999527,157.37
2024-11-20T16:30:23Z,41.998169,-82.999384,160.3
2024-11-20T16:30:24Z,41.998505,-82.999835,159.65
2024-11-20T16:30:25Z,41.998831,-82.999384,164.53
2024-11-20T16:30:26Z,41.99896,-82.999233,167.25
2024-11-20T16:30:27Z,41.999033,-82.999098,171.39
2024-11-20T16:30:28Z,41.999285,-82.998894,172.19
2024-11-20T16:30:29Z,41.999389,-82.999207,170.34
2024-11-20T16:30:30Z,41.999439,-82.999324,174.94
2024-11-20T16:30:31Z,41.999349,-82.999512,173.27
2024-11-20T16:30:32Z,41.999332,-82.999186,176.79
2024-11-20T16:30:33Z,41.999418,-82.998705,176.51
2024-11-20T16:30:34Z,41.999371,-82.998857,175.3
2024-11-20T16:30:35Z,41.999273,-82.999006,177.83
2024-11-20T16:30:36Z,41.999356,-82.998536,177.75
2024-11-20T16:30:37Z,41.999188,-82.998559,180.19
2024-11-20T16:30:38Z,41.998689,-82.998458,183.67
2024-11-20T16:30:39Z,41.998459,-82.998191,186.58
2024-11-20T16:30:40Z,41.998868,-82.998094,186.9
2024-11-20T16:30:41Z,41.998642,-82.997783,185.62
2024-11-20T16:30:42Z,41.998563,-82.998247,184.72
2024-11-20T16:30:43Z,41.998157,-82.998031,183.83
2024-11-20T16:30:44Z,41.998277,-82.997889,187.24
2024-11-20T16:32:48Z,42.000319,-82.999949,100.59
2024-11-20T16:32:49Z,41.999877,-82.99951,103.55
2024-11-20T16:32:50Z,42.000162,-82.999929,104.87
2024-11-20T16:32:51Z,42.000225,-82.999858,105.42
2024-11-20T16:32:52Z,42.00014,-82.999681,106.86
2024-11-20T16:32:53Z,42.000179,-83.000036,106.73
2024-11-20T16:32:54Z,42.00012,-82.999662,110.51
2024-11-20T16:32:55Z,41.999693,-82.999781,109.45
2024-11-20T16:32:56Z,41.999671,-82.999616,111.51
2024-11-20T16:32:57Z,41.999659,-82.999953,113.22
2024-11-20T16:32:58Z,42.000037,-83.000449,116.82
2024-11-20T16:32:59Z,42.000311,-83.000493,119.41
2024-11-20T16:33:00Z,42.000333,-83.000001,119.74
2024-11-20T16:33:01Z,42.000157,-83.00049,124.3
2024-11-20T16:33:02Z,42.000284,-83.000957,125.65
2024-11-20T16:33:03Z,42.000095,-83.000815,126.39
2024-11-20T16:33:04Z,41.999729,-83.001251,127.51
2024-11-20T16:33:05Z,41.999895,-83.000868,126.42
2024-11-20T16:33:06Z,42.000199,-83.000852,127.67
2024-11-20T16:33:07Z,41.99999,-83.001125,127.78
2024-11-20T16:33:08Z,41.999932,-83.000966,131.19
2024-11-20T16:33:09Z,42.000014,-83.001224,134.66
2024-11-20T16:33:10Z,41.999869,-83.001626,136.79
2024-11-20T16:33:11Z,41.999875,-83.001225,141.09
2024-11-20T16:33:12Z,41.999669,-83.000859,142.98
2024-11-20T16:33:13Z,41.999374,-83.00115,145.85
2024-11-20T16:33:14Z,41.999833,-83.001368,150.4
2024-11-20T16:33:15Z,41.999599,-83.001323,154.32
2024-11-20T16:33:16Z,41.99979,-83.001707,153.41
2024-11-20T16:33:17Z,42.000018,-83.001894,158.4
2024-11-20T16:33:18Z,41.999993,-83.002272,160.25
2024-11-20T16:33:19Z,41.999846,-83.001909,161.0
2024-11-20T16:33:20Z,42.000014,-83.001434,165.32
2024-11-20T16:33:21Z,41.999745,-83.001713,170.24
2024-11-20T16:33:22Z,41.999999,-83.001674,175.07
2024-11-20T16:33:23Z,41.999965,-83.001629,175.49
2024-11-20T16:33:24Z,42.000327,-83.001955,175.88
2024-11-20T16:33:25Z,42.000165,-83.002188,179.47
2024-11-20T16:33:26Z,42.000416,-83.002578,183.88
2024-11-20T16:33:27Z,42.000499,-83.002975,188.08
2024-11-20T16:33:28Z,42.000135,-83.003167,186.63
2024-11-20T16:33:29Z,41.999666,-83.002832,188.53
2024-11-20T16:33:30Z,41.999364,-83.002955,189.36
2024-11-20T16:33:31Z,41.999483,-83.003225,188.2
2024-11-20T16:33:32Z,41.999559,-83.003091,191.73
2024-11-20T16:33:33Z,41.999098,-83.002643,192.12
2024-11-20T16:33:34Z,41.999052,-83.002523,193.85
2024-11-20T16:33:35Z,41.999085,-83.002455,198.51
2024-11-20T16:33:36Z,41.999584,-83.002336,199.5
2024-11-20T16:33:37Z,41.999758,-83.002643,198.31
